epoch,grpo_loss,grpo_kl,grpo_entropy,grpo_reward_mean,grpo_reward_std,val_bleu4,val_cider,val_rouge_l,lr
1,0.07021574268906194,0.47645241591913134,1.7523428753863197,0.4236130562528914,0.4283340027953517,0.1688931747954577,0.3911028221542009,0.4263771430008813,1e-05
2,0.06002107846794427,0.6119678185486535,1.1772523845924543,0.49517934187905205,0.46532403682195667,0.17562264963938193,0.4214733233141094,0.4298580357306257,1e-05
3,0.058164135187828356,0.6470133373547521,1.0845151363149628,0.5213346919909893,0.4795609975033704,0.17263293388904646,0.4209734871435271,0.42825421040836237,1e-05
4,0.0601874265788332,0.7050693717092024,1.0838191408587594,0.5341200409378447,0.48540885178473375,0.1726249946281495,0.42885394163335216,0.4277146155917512,1e-05
5,0.09017345302966305,1.3209282758727723,0.9331480029552492,0.5117780605400716,0.4836815477172486,0.17306739227082807,0.42274065969572827,0.4262613711885155,1e-05
