epoch,grpo_loss,grpo_kl,grpo_entropy,grpo_reward_mean,grpo_reward_std,val_bleu4,val_cider,val_rouge_l,lr
1,0.10305010757173401,0.4563953063574182,2.779842892037817,0.4042341588491417,0.4382330692676176,0.1742368127489581,0.4220000835748705,0.4307245580864804,5e-05
2,0.09762118607759476,0.6094846851136311,2.176486106091235,0.4851382708693125,0.4964916452585933,0.1698907854928442,0.41949386164334207,0.43353625858085343,5e-05
3,0.11468375312635698,0.8930514036890972,2.086768610793424,0.48711868933884495,0.4980426540575832,0.1498679672178402,0.3738922792004356,0.3957617266890479,5e-05
4,0.12859185429581677,1.118754829125232,1.9840328003986771,0.49574545413614757,0.5142505792968245,0.1567736036049289,0.38571774080707855,0.406609874816862,5e-05
5,0.131902458779065,1.2095676633248846,1.8261323773717306,0.5111454616828137,0.5232573894851179,0.15530038111282188,0.38849063793968447,0.40787442152909675,5e-05
