epoch,train_loss,val_loss,val_bleu1,val_bleu2,val_bleu3,val_bleu4,val_cider,val_rouge_l,lr
1,6.270707389959147,5.218201700719687,0.533012311759761,0.33106187573780693,0.20584789826740263,0.11329927502723038,0.18631019673663204,0.3916446583682482,8.29e-05
2,4.89364296338004,4.746178287081339,0.6094305447461849,0.4123125018033293,0.2718076444250076,0.1728863776619412,0.36018966490943366,0.4190108701982675,9.956053992712935e-05
3,4.535566333910772,4.559950648563862,0.6350795406928852,0.4391429841361843,0.29448496438705174,0.1920492777981191,0.44122687017034073,0.4322742534245925,9.776914907028259e-05
4,4.331796100375765,4.449226315212141,0.6420346609446359,0.44577746782230565,0.30018415278374794,0.20075025968202478,0.47476841583748147,0.4380216420597341,9.464604755271571e-05
5,4.185260275754141,4.386486617301995,0.6460600103091081,0.44215029800021405,0.296385353978062,0.19491720277281657,0.49508572744589785,0.4348607840384139,9.027830135040697e-05
6,4.065151459786124,4.33241452775326,0.6611531417475031,0.46530241508651776,0.318515050401326,0.21408163441653758,0.5321876913334938,0.4511083986432841,8.478767470438096e-05
7,3.9630983814159144,4.304478087450495,0.6638830088123263,0.46708823133618266,0.3202999671034392,0.21754194121620643,0.5522800012855402,0.4532493101688569,7.832723557127617e-05
8,3.8709514809550973,4.2915453200676845,0.6552922892359152,0.46991194467288483,0.3268620099907328,0.2219011865956086,0.5709029027296016,0.44999193259945364,7.10770883874063e-05
9,3.79119193484325,4.275291437609558,0.6642227971924463,0.47608850745258835,0.33259880587589263,0.2272769932672028,0.5958654352324486,0.45456841657405384,6.323935310852657e-05
10,3.718484432185834,4.264179694327887,0.6666240081903421,0.47235659744437647,0.327964664329338,0.22354042072879246,0.6021820152208424,0.4568024993557365,5.503253049987838e-05
11,3.650602027554635,4.257688925410123,0.6676909385319588,0.47549314384227104,0.329749587085468,0.22350079392410982,0.598466193094462,0.4564444359621,4.6685410761230494e-05
12,3.5917312356647098,4.259369733298302,0.6727096337835426,0.47435950333660687,0.3256391863731081,0.21976847791679388,0.5941354868171482,0.4515940069134206,3.843069530256433e-05
13,3.5396183619483486,4.2605312000338635,0.6700012604948782,0.47090799076777007,0.32042984383309264,0.2153817178124641,0.596096017670446,0.45386290146952685,3.04985094828504e-05
14,3.4953140247391343,4.264496309090771,0.6675464187026419,0.47234923094058123,0.3241899534972294,0.2187877541158054,0.5978912919526755,0.45302622520934377,2.3109987164100445e-05
15,3.4576450949050694,4.266839249668151,0.670340938220883,0.4717618875880941,0.3199214191768223,0.21296089241734112,0.5923253832273553,0.4537358602949285,1.647110593080888e-05
16,3.4300546200428395,4.2697229411579265,0.6723605625227221,0.47584912406867486,0.32539801520648376,0.21957988211188148,0.6094589369574819,0.45555669682876193,1.0766944836835713e-05
17,3.4064619454020906,4.273778180288281,0.6688361408881229,0.47410046743421047,0.32269220722341463,0.21568663219803846,0.6030161355618645,0.45483163596319964,6.156524762543186e-06
18,3.39077330290886,4.274718871633605,0.6673481741143249,0.471109642440121,0.32056655940754386,0.21444513248335606,0.6016919106806333,0.45454724932487406,2.7683752229599125e-06
19,3.381599403354494,4.274631466894979,0.6714982042071135,0.47548869346253886,0.32627339406925476,0.21996504141982912,0.6065060753368928,0.4562532628114272,6.969512157107838e-07
20,3.375952267313974,4.274920964759874,0.6697889751930981,0.47253946690146453,0.3226525715773024,0.21657294510850972,0.6020733777625559,0.45520348853778525,0.0
