epoch,train_loss,val_loss,val_bleu1,val_bleu2,val_bleu3,val_bleu4,val_cider,val_rouge_l,lr
1,6.280303802881294,5.896658952541637,0.3869416677210696,0.19685960628430169,0.07654229242320791,0.019968460006461703,0.05436894619680577,0.30326959891084687,0.0004
2,5.6440247143234386,5.476245515097439,0.445617290198101,0.26037601149761824,0.12730366447240987,0.06072885681403862,0.09135599681629906,0.33283571750559837,0.0004
3,5.325920000452869,5.24030068240344,0.49038022240654183,0.2817976079271061,0.16755442170746107,0.10448511224261516,0.12610314063177966,0.3558843561984895,0.0004
4,5.1108023789023544,5.070464441431562,0.5095075819785125,0.2927666886528806,0.17496153436721426,0.10719148432979972,0.14175707410920338,0.364098027970177,0.0004
5,4.960042196419251,4.972651845906284,0.48384424648476015,0.26231678206497805,0.15508187600015255,0.0954452003328506,0.1394615046983468,0.3419301529277708,0.0004
6,4.857787596845501,4.921805066427235,0.4722762527388962,0.23868549135240122,0.1390162379226147,0.08456522611276716,0.11976496686707229,0.3233872141052971,0.0004
7,4.778629428948764,4.833725389848397,0.5047626027357115,0.28433070132710064,0.17217094054764462,0.10755716780083692,0.1563692676199533,0.3419379015224544,0.0004
8,4.710699186002982,4.79926289542459,0.5107553529086458,0.2881921626778704,0.1740383797912893,0.10855191558960728,0.16028326858626868,0.35201144935253414,0.0004
9,4.653916586018446,4.762704339949426,0.5114721974547972,0.2836941820613662,0.1699833156059557,0.1041717641571131,0.155252268479856,0.34950669723552746,0.0004
10,4.605138148659869,4.739395028144468,0.5193358063461744,0.28808207950828474,0.1710802396315004,0.10630599508300315,0.15774735678777957,0.35137158136680785,0.0004
11,4.561287193806979,4.71797617032572,0.48821090489629104,0.26605545090611293,0.16169110558671004,0.1032647891864596,0.14864317784490613,0.33629552195016343,0.0002
12,4.505478728092578,4.693827726302501,0.508336481858578,0.28362899851858114,0.17407505921877628,0.11134784710877114,0.16982013244792027,0.3483930698835949,0.0002
13,4.48511050424254,4.686770382200171,0.5085519919123043,0.2860204072577533,0.17396716690926262,0.10988616560907885,0.17257543047475246,0.34932561203750334,0.0002
14,4.4646167922445,4.682779544591382,0.4920378534181251,0.2652186819600162,0.1613898624742233,0.10282572331977763,0.1562020430178436,0.3384282831363725,0.0002
15,4.446617968212411,4.6705731467301215,0.509381905923533,0.28857999317302524,0.1755017159027139,0.11016074119924221,0.1791927612579265,0.3500118836478485,0.0002
16,4.428249117932948,4.661345813025713,0.5188762716976716,0.29505167414327904,0.1780202470681675,0.111081146361223,0.17091974733007087,0.3547481146916957,0.0002
17,4.41086242877525,4.653038605007589,0.508893144479808,0.2925037551535301,0.1815482046111159,0.11662221242859552,0.17517304452083415,0.3515458031044546,0.0002
18,4.394607114330885,4.644900778325638,0.508309461962229,0.28543426343205824,0.17221181993345447,0.10932113182346759,0.17346398055668943,0.3480493050601956,0.0001
19,4.370982716427432,4.637526896801875,0.5127938381699338,0.28957095653894876,0.17654519420255324,0.1124677191156164,0.18244691320451892,0.35243560999413176,0.0001
20,4.36032448426514,4.634372972066144,0.5092617603651892,0.29558521906692725,0.1848379646001437,0.11930729667482584,0.18765801642113805,0.35211275532263586,0.0001
