epoch,grpo_loss,grpo_kl,grpo_entropy,grpo_reward_mean,grpo_reward_std,val_bleu4,val_cider,val_rouge_l,lr
1,0.0958999196089894,0.3826298558927444,2.9806981954229883,0.3817085896270821,0.4022564797875393,0.1789636131136746,0.4526642629748119,0.4338277710040679,5e-05
2,0.14138860417058668,0.5797514999487314,2.6895105166607594,0.44186925033488905,0.44649213121598025,0.12474596334429437,0.3395874948087219,0.3684649324385343,5e-05
3,0.28725382423544504,0.7303295402641756,3.028741983620517,0.42408184933375165,0.454580792533346,0.12602109131140554,0.35234383918986356,0.36981943356477504,5e-05
4,0.29037870226136175,0.7698598442307438,2.7979686059147477,0.44958876306752127,0.47532611532383656,0.12345235408883222,0.347899078699343,0.3624794072008847,5e-05
5,0.34010630576725465,0.7956000326627708,2.692158153258174,0.4580473142934133,0.4840320879436401,0.12005528686118559,0.34170166328669876,0.355558926707986,5e-05
