epoch,train_loss,val_loss,val_bleu1,val_bleu2,val_bleu3,val_bleu4,val_cider,val_rouge_l,lr
1,7.0521105408947244,5.733922842818578,0.4196032178653598,0.24103856154063152,0.1281240584747976,0.06553979055630778,0.08842053485466261,0.32790865133953206,4.15e-05
2,5.341064522901315,5.109321852314544,0.4963298531373114,0.29880729696563996,0.18061712745940076,0.0975266009151586,0.1936833666849812,0.36244308790350815,8.3e-05
3,4.875325942625588,4.807740773239323,0.5652211897201351,0.367881182241742,0.2422751483568266,0.15894288022534017,0.27641629509618465,0.39857717057280595,9.972233328075093e-05
4,4.593300771232073,4.639305093345004,0.6128046704398844,0.41194375917431186,0.269612097305806,0.1707717748119119,0.3314665916788925,0.4149096929417173,9.799663448298724e-05
5,4.406459825012313,4.542070589087266,0.6072203144757017,0.4087806114082418,0.2697617676813556,0.17505038481416138,0.3733355886189758,0.42064973208316353,9.474405076690256e-05
6,4.266566796599652,4.479666793739976,0.6172533556765433,0.41895164623741105,0.27671766591810304,0.1826445464383147,0.3934890683402397,0.42320367281930377,9.006805440873383e-05
7,4.151212556425626,4.437519590797645,0.6263275592842694,0.4221261246092979,0.27788541479195406,0.18295216410805432,0.4146161978826197,0.42854328195998675,8.411739976166268e-05
8,4.052353602142927,4.401137526904506,0.6148062110732894,0.41659489682753803,0.27465864580030436,0.180950851579004,0.4105059667859564,0.42391951112195153,7.708139103279908e-05
9,3.965124451251569,4.381537255842889,0.6192098220716781,0.4282488118253684,0.28914815875120986,0.195404465466476,0.4408325639577177,0.42492319311455556,6.918386007470936e-05
10,3.8892819326403356,4.36782771520684,0.62691028740717,0.4353071781564548,0.29374523628828497,0.19770948649731176,0.4495260783120087,0.4312451816131835,6.067604577198981e-05
11,3.8213575012411867,4.359629761108908,0.6241708918008351,0.43072391793860165,0.29021473621504307,0.1954322779868238,0.4489197270119994,0.429825846640963,5.182860154621108e-05
12,3.760256113143911,4.351533237914194,0.6306064258140173,0.4377373162327055,0.29795998887857456,0.20175708618819604,0.4657741429288162,0.43020778772282015,4.292298523914785e-05
13,3.7096257245604174,4.353652476324844,0.6292529381943401,0.43635112248362257,0.29565893099746643,0.19892198296122177,0.47584936683866647,0.4330329055384464,3.424250528219494e-05
14,3.6650199977662754,4.353643851236784,0.6285011319061381,0.43071458195906864,0.2908856580301473,0.1944998478620351,0.469668897167267,0.4295675660053513,2.6063307994210584e-05
15,3.629904273457086,4.351981951347092,0.6251794046436953,0.4333676658469439,0.29453042380604744,0.19826023996120815,0.4696399056587799,0.42913296840545107,1.8645592722868222e-05
16,3.6024176066291655,4.3578349699102565,0.6300221422319456,0.4328181371903285,0.2918961095630092,0.19591544448226572,0.47471499742934076,0.4331058693311093,1.2225334296365987e-05
17,3.5811417256265003,4.35683753273514,0.6261664349470173,0.4315393283724886,0.28978662740285965,0.19308370451075074,0.47381269651633473,0.4288077577018005,7.0067761136160425e-06
18,3.5652565783987167,4.3573000940719915,0.6318878377225209,0.431853474507652,0.2892748506457495,0.19231826096641594,0.47163350161356304,0.4310087603875497,3.15593268522843e-06
19,3.5573296681769846,4.3581584752863956,0.6291296155348672,0.43390924340616494,0.29370215719362847,0.19800774812604172,0.4764601203389663,0.43120869630573166,7.953083246191928e-07
20,3.551861131426364,4.358130061059566,0.6276741201312201,0.42902549307378374,0.2878927442202129,0.19214511270153173,0.4642185707214329,0.4279224393802887,0.0
